Loyalty#,Province or State,City,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Education Encoded,LoyaltyStatus Encoded,FlightsTotal,KMPerFlight,FlightsRatioAccompanied,DistanceRatioRedeemedPoints,Flights2019,FlightsJan,FlightsFeb,FlightsMar,FlightsApr,FlightsMay,FlightsJun,FlightsJul,FlightsAug,FlightsSep,FlightsOct,FlightsNov,FlightsDec,Flights2020,Flights2021,FlightsGrowth2020vs2019%,FlightsGrowth2021vs2020%,MonthlyFlightVariance,CLVperPointsRedeemed,Months Enrolled
306965,British Columbia,Whistler,female,Bachelor,Suburban,94161.0,Married,Aurora,2016-06-03,2021-10-22,5586.89,Standard,3,3,165,2096.13,0.18,0.04,50,0,8,11,10,0,5,43,20,14,29,17,10,56,59,12.0,5.36,26.419396825396827,0.42,65
476080,British Columbia,Vancouver,female,Bachelor,Urban,37995.0,Married,Aurora,2019-07-30,2020-05-20,5597.12,Standard,3,3,66,1148.86,0.15,0.11,32,0,11,27,15,13,0,0,0,0,0,0,0,35,0,9.38,-100.0,14.331706349206348,0.65,10
614787,British Columbia,Vancouver,male,Bachelor,Urban,39469.0,Divorced,Aurora,2017-10-06,2020-01-15,5641.36,Standard,3,3,21,1563.9,0.1,0.0,10,21,0,0,0,0,0,0,0,0,0,0,0,11,0,10.0,-100.0,5.910753968253968,0.0,27
408091,Ontario,Toronto,male,College,Urban,0.0,Married,Aurora,2019-10-22,2020-06-22,5657.03,Standard,2,3,114,1186.33,0.02,0.05,54,8,11,28,15,25,27,0,0,0,0,0,0,60,0,11.11,-100.0,26.196,0.81,8
372961,British Columbia,Vancouver,male,Bachelor,Rural,69387.0,Married,Aurora,2019-03-13,2020-05-03,5659.24,Standard,3,3,49,2721.14,0.16,0.06,23,4,17,4,0,25,0,0,0,0,0,0,0,26,0,13.04,-100.0,11.405492063492064,0.66,14
691332,Quebec,Montreal,male,Bachelor,Rural,77646.0,Married,Aurora,2021-04-04,2021-12-04,5723.54,2021 Promotion,3,3,33,1424.64,0.36,0.09,0,0,0,0,0,5,0,15,3,0,8,2,0,0,33,0.0,0.0,8.478571428571428,1.3,8
633734,Manitoba,Winnipeg,male,Bachelor,Rural,29730.0,Married,Aurora,2020-07-18,2021-03-18,5728.58,Standard,3,3,111,1357.04,0.4,0.0,50,2,0,3,0,0,0,0,32,21,0,21,32,56,5,12.0,-91.07,32.92796825396824,0.0,8
733226,British Columbia,Vancouver,male,Bachelor,Suburban,34847.0,Married,Aurora,2020-05-04,2021-01-04,5754.75,Standard,3,3,99,2137.6,0.3,0.04,47,0,0,0,0,0,38,15,0,0,13,11,21,52,0,10.64,-100.0,26.901396825396823,0.73,8
855153,Ontario,Ottawa,female,Bachelor,Rural,97657.0,Married,Aurora,2019-08-19,2020-04-19,5755.18,Standard,3,3,19,3298.0,0.42,0.0,9,8,11,0,0,0,0,0,0,0,0,0,0,10,0,11.11,-100.0,2.4026349206349207,0.0,8
745600,Ontario,Toronto,male,Bachelor,Rural,92509.0,Married,Aurora,2017-04-17,2021-04-01,5768.83,Standard,3,3,174,1656.91,0.38,0.02,76,11,15,8,4,21,28,0,8,25,23,0,32,85,13,11.84,-84.71,31.88942063492064,0.85,47
630290,Alberta,Edmonton,male,College,Suburban,0.0,Married,Aurora,2020-02-14,2020-09-17,5802.84,Standard,2,3,87,2187.93,0.51,0.0,41,0,0,8,10,21,25,0,11,13,0,0,0,46,0,12.2,-100.0,15.450634920634919,0.0,7
171902,Ontario,Toronto,male,Bachelor,Suburban,62447.0,Single,Aurora,2020-07-03,2021-03-03,5807.66,Standard,3,3,73,2101.21,0.33,0.0,28,7,6,1,0,0,0,0,15,4,15,25,0,31,14,10.71,-54.84,13.805357142857142,0.0,8
173666,British Columbia,Victoria,male,Bachelor,Suburban,73976.0,Divorced,Aurora,2019-06-22,2021-08-15,5824.22,Standard,3,3,118,2010.03,0.2,0.02,42,10,0,0,29,5,23,2,16,0,13,11,10,47,29,11.9,-38.3,19.939515873015868,1.33,26
243294,Quebec,Montreal,male,Bachelor,Urban,45794.0,Married,Aurora,2021-01-23,2021-12-24,5827.48,Standard,3,3,69,2302.14,0.17,0.0,0,0,0,10,0,14,0,0,14,13,4,11,3,0,69,0.0,0.0,19.278571428571432,0.0,11
389996,British Columbia,Vancouver,female,Bachelor,Rural,67511.0,Married,Aurora,2018-02-06,2020-09-30,5849.49,Standard,3,3,137,1221.18,0.2,0.0,65,19,0,13,19,25,36,13,11,0,0,0,0,72,0,10.77,-100.0,29.828571428571422,0.0,32
171582,Ontario,Kingston,male,Bachelor,Urban,55393.0,Married,Aurora,2020-10-16,2021-06-16,5903.61,Standard,3,3,60,1709.22,0.23,0.0,7,10,9,9,0,1,16,0,0,0,0,0,15,8,45,14.29,462.5,15.262063492063492,0.0,8
857912,Nova Scotia,Halifax,male,Master,Rural,23091.0,Married,Aurora,2021-02-26,2021-10-26,5926.73,2021 Promotion,4,3,46,1681.52,0.26,0.0,0,0,0,0,9,2,18,0,7,10,0,0,0,0,46,0.0,0.0,14.263492063492064,0.0,8
478566,Alberta,Banff,male,Bachelor,Suburban,40531.0,Married,Aurora,2019-07-22,2020-03-22,5928.75,Standard,3,3,17,2058.35,0.47,0.0,8,0,2,15,0,0,0,0,0,0,0,0,0,9,0,12.5,-100.0,3.129357142857143,0.0,8
713981,Quebec,Montreal,male,College,Suburban,0.0,Single,Aurora,2019-12-19,2020-10-13,6117.03,Standard,2,3,139,1925.37,0.32,0.0,66,0,17,19,4,10,25,21,30,10,4,0,0,73,0,10.61,-100.0,25.327706349206352,0.0,10
519766,Quebec,Hull,female,Bachelor,Rural,47669.0,Married,Aurora,2016-08-12,2021-03-13,6278.76,Standard,3,3,127,1824.25,0.22,0.03,55,22,0,6,2,0,0,40,25,6,21,2,4,61,11,10.91,-81.97,31.729928571428577,0.8,55
489501,New Brunswick,Moncton,male,Bachelor,Rural,66947.0,Married,Aurora,2019-06-06,2020-01-23,6314.49,Standard,3,3,8,3871.5,0.0,0.0,4,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,-100.0,0.7815873015873016,0.0,8
967300,Alberta,Edmonton,male,Bachelor,Urban,41986.0,Single,Aurora,2021-03-25,2021-11-25,6364.9,2021 Promotion,3,3,28,2484.68,0.32,0.06,0,0,0,0,0,9,18,0,0,0,0,1,0,0,28,0.0,0.0,10.97777777777778,1.46,8
979449,Ontario,Sudbury,male,Bachelor,Suburban,44368.0,Married,Aurora,2018-02-03,2020-12-06,6366.23,Standard,3,3,148,1711.82,0.31,0.12,70,0,17,25,13,6,0,10,23,25,11,19,0,78,0,11.43,-100.0,23.009428571428575,0.22,34
287979,British Columbia,Vancouver,male,High School or Below,Urban,13088.0,Married,Aurora,2020-04-13,2021-12-17,6411.12,Standard,1,3,136,1773.74,0.07,0.04,40,0,7,0,1,21,17,19,7,17,12,20,16,45,51,12.5,13.33,21.439642857142854,0.66,20
474272,Quebec,Tremblant,male,Bachelor,Urban,60188.0,Married,Aurora,2016-01-29,2020-03-10,6508.76,Standard,3,3,19,1780.0,0.0,0.0,9,0,19,0,0,0,0,0,0,0,0,0,0,10,0,11.11,-100.0,4.884920634920633,0.0,49
623222,Manitoba,Winnipeg,female,Bachelor,Rural,72608.0,Married,Aurora,2017-12-05,2021-07-17,6521.37,Standard,3,3,186,2286.57,0.26,0.03,64,12,30,10,1,12,22,19,4,25,4,15,32,71,51,10.94,-28.17,30.186944444444446,0.53,43
616183,Quebec,Montreal,female,Bachelor,Urban,36060.0,Married,Aurora,2019-12-03,2020-08-03,6599.08,Standard,3,3,57,3169.0,0.11,0.02,27,0,11,25,11,0,10,0,0,0,0,0,0,30,0,11.11,-100.0,11.177428571428571,1.5,8
744304,British Columbia,Vancouver,female,Bachelor,Suburban,82377.0,Married,Aurora,2016-08-09,2020-05-29,6627.15,Standard,3,3,34,1475.97,0.29,0.0,16,6,19,0,10,0,0,0,0,0,0,0,0,18,0,12.5,-100.0,6.001428571428571,0.0,46
272551,British Columbia,Whistler,male,Bachelor,Urban,56531.0,Married,Aurora,2020-12-28,2021-08-28,6670.85,Standard,3,3,59,1709.95,0.0,0.0,0,9,3,0,0,15,6,15,11,0,0,0,0,0,59,0.0,0.0,17.151587301587305,0.0,8
551961,Quebec,Montreal,male,College,Urban,0.0,Single,Aurora,2018-03-03,2020-01-29,6674.45,Standard,2,3,21,414.9,0.0,0.0,10,21,0,0,0,0,0,0,0,0,0,0,0,11,0,10.0,-100.0,5.910753968253968,0.0,23
807970,Nova Scotia,Halifax,male,Bachelor,Urban,47137.0,Married,Aurora,2019-06-02,2020-02-02,6678.9,Standard,3,3,13,3698.54,0.62,0.0,6,8,6,0,0,0,0,0,0,0,0,0,0,7,0,16.67,-100.0,1.1524682539682538,0.0,8
452684,British Columbia,Vancouver,female,College,Suburban,0.0,Divorced,Aurora,2020-08-17,2021-04-17,6707.99,Standard,2,3,47,2976.13,0.23,0.0,18,1,0,8,0,0,0,0,0,11,21,0,6,20,9,11.11,-55.0,8.688539682539682,0.0,8
958941,British Columbia,Victoria,male,College,Rural,0.0,Married,Aurora,2021-02-14,2021-10-14,6714.07,2021 Promotion,2,3,36,1622.75,0.25,0.14,0,0,0,15,2,0,2,0,12,5,0,0,0,0,36,0.0,0.0,10.457142857142856,0.82,8
319092,British Columbia,Whistler,male,College,Urban,0.0,Single,Aurora,2019-07-15,2020-03-15,6758.81,Standard,2,3,44,2585.55,0.25,0.0,21,17,11,15,0,0,0,0,0,0,0,0,0,23,0,9.52,-100.0,7.84465873015873,0.0,8
451183,British Columbia,Vancouver,male,Bachelor,Urban,20046.0,Married,Aurora,2020-01-18,2020-09-18,6766.56,Standard,3,3,66,2760.76,0.58,0.0,32,0,23,0,0,10,0,4,15,15,0,0,0,35,0,9.38,-100.0,12.056277777777785,0.0,8
659882,British Columbia,Vancouver,female,Bachelor,Rural,39650.0,Married,Aurora,2019-08-21,2021-05-06,6767.81,Standard,3,3,140,1727.26,0.24,0.02,56,12,0,32,30,0,30,4,10,23,0,0,0,62,22,10.71,-64.52,31.528285714285722,1.18,20
428383,Ontario,Toronto,female,College,Suburban,0.0,Single,Aurora,2016-03-26,2020-03-08,6826.8,Standard,2,3,15,2521.4,1.0,0.0,7,8,0,8,0,0,0,0,0,0,0,0,0,8,0,14.29,-100.0,1.4714920634920634,0.0,47
109612,Prince Edward Island,Charlottetown,female,College,Urban,0.0,Divorced,Aurora,2020-09-12,2021-08-04,6827.18,Standard,2,3,80,1389.35,0.26,0.05,15,11,5,8,8,11,1,4,0,0,4,0,28,17,48,13.33,182.35,18.496468253968256,1.22,11
694021,Ontario,Toronto,male,College,Suburban,0.0,Married,Aurora,2021-03-11,2021-11-11,6847.59,2021 Promotion,2,3,42,2316.74,0.4,0.0,0,0,0,0,2,0,7,5,17,0,11,0,0,0,42,0.0,0.0,12.542857142857143,0.0,8
353648,British Columbia,Victoria,female,College,Suburban,0.0,Single,Aurora,2020-02-16,2020-12-07,6857.52,Standard,2,3,89,1115.75,0.52,0.08,42,0,0,28,0,11,17,0,0,0,11,21,0,47,0,11.9,-100.0,19.476468253968253,0.85,10
367685,British Columbia,Whistler,female,College,Suburban,0.0,Single,Aurora,2021-06-04,2021-09-25,6861.28,Standard,2,3,31,1598.29,0.0,0.0,0,0,0,0,0,0,0,10,9,12,0,0,0,0,31,0.0,0.0,8.523015873015872,0.0,4
452279,British Columbia,Victoria,male,College,Rural,0.0,Single,Aurora,2020-03-03,2020-11-23,6893.17,Standard,2,3,95,1111.6,0.06,0.05,45,0,0,0,23,2,0,32,0,0,25,13,0,50,0,11.11,-100.0,26.555015873015872,1.24,9
489549,Quebec,Quebec City,female,Bachelor,Rural,65337.0,Married,Aurora,2021-01-27,2021-09-27,6897.51,Standard,3,3,40,2342.85,0.25,0.0,0,0,0,0,5,0,14,10,11,0,0,0,0,0,40,0.0,0.0,11.35873015873016,0.0,8
838553,British Columbia,Vancouver,male,Bachelor,Rural,53133.0,Single,Aurora,2020-07-15,2021-03-15,6938.87,Standard,3,3,35,1792.23,0.34,0.17,10,11,0,3,0,0,0,0,10,0,11,0,0,11,14,10.0,27.27,5.902182539682541,0.64,8
384602,Ontario,Toronto,female,College,Urban,0.0,Married,Aurora,2018-04-10,2020-05-06,6941.9,Standard,2,3,66,1430.18,0.09,0.11,32,2,11,25,23,6,0,0,0,0,0,0,0,35,0,9.38,-100.0,15.05570634920635,0.67,25
938482,Manitoba,Winnipeg,male,Bachelor,Rural,94652.0,Married,Aurora,2019-08-06,2020-09-19,6992.53,Standard,3,3,89,2827.06,0.17,0.0,42,0,11,28,0,0,34,11,4,0,0,0,0,47,0,11.9,-100.0,25.992468253968255,0.0,13
307631,Ontario,Toronto,female,College,Urban,0.0,Single,Aurora,2020-01-28,2020-09-28,7076.65,Standard,2,3,78,3401.03,0.17,0.04,37,0,0,25,19,0,21,0,13,0,0,0,0,41,0,10.81,-100.0,17.886373015873016,0.74,8
350059,British Columbia,Dawson Creek,female,College,Rural,0.0,Single,Aurora,2020-11-17,2021-07-17,7076.65,Standard,2,3,60,1864.7,0.02,0.0,14,4,3,13,0,1,11,0,0,0,0,0,28,15,32,7.14,113.33,17.759325396825393,0.0,8
822727,Ontario,Trenton,female,College,Urban,0.0,Single,Aurora,2018-11-15,2021-06-06,7086.18,Standard,2,3,196,1464.25,0.31,0.04,66,10,2,27,30,12,37,34,34,6,4,0,0,73,57,10.61,-21.92,41.15951587301587,0.63,31
390924,British Columbia,Vancouver,male,Doctor,Suburban,12062.0,Single,Aurora,2019-11-05,2020-07-05,7130.29,Standard,5,3,63,2125.89,0.44,0.0,30,0,0,8,2,0,17,36,0,0,0,0,0,33,0,10.0,-100.0,20.616785714285715,0.0,8
483212,Ontario,Toronto,female,College,Rural,0.0,Single,Aurora,2019-06-04,2020-02-04,7163.54,Standard,2,3,4,9547.5,0.0,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,-100.0,0.09196825396825396,0.0,8
910492,Newfoundland,St. John's,male,College,Rural,0.0,Married,Aurora,2020-07-24,2021-03-24,7223.69,Standard,2,3,34,3054.47,0.24,0.03,10,3,2,8,0,0,0,0,0,19,0,0,2,11,13,10.0,18.18,6.511071428571428,2.11,8
278539,Ontario,Toronto,female,Bachelor,Suburban,60969.0,Married,Aurora,2019-01-05,2021-07-14,7258.99,Standard,3,3,167,2091.9,0.26,0.01,58,16,5,27,24,9,14,47,0,10,0,15,0,64,45,10.34,-29.69,27.27292063492063,1.66,30
588943,Ontario,Toronto,male,College,Rural,0.0,Married,Aurora,2021-01-02,2021-09-02,7281.44,Standard,2,3,26,1861.12,0.08,0.0,0,0,4,0,7,0,1,14,0,0,0,0,0,0,26,0.0,0.0,6.9492063492063485,0.0,8
871627,British Columbia,West Vancouver,female,Bachelor,Suburban,44788.0,Married,Aurora,2020-11-20,2021-07-20,7285.03,Standard,3,3,66,1318.35,0.45,0.0,14,9,0,3,2,10,0,12,0,0,0,0,30,16,36,14.29,125.0,19.396825396825403,0.0,8
847312,Newfoundland,St. John's,male,Bachelor,Suburban,30493.0,Married,Aurora,2021-03-21,2021-11-21,7316.65,2021 Promotion,3,3,19,4408.47,0.42,0.11,0,0,0,0,3,0,0,0,2,7,0,7,0,0,19,0.0,0.0,2.884920634920635,0.83,8
618871,Quebec,Tremblant,female,College,Rural,0.0,Single,Aurora,2021-01-20,2021-09-20,7324.29,Standard,2,3,53,2036.64,0.23,0.11,0,0,9,10,2,11,9,4,8,0,0,0,0,0,53,0.0,0.0,11.113492063492062,0.64,8
554888,Quebec,Montreal,male,Bachelor,Urban,88360.0,Divorced,Aurora,2020-03-03,2020-11-03,7437.51,Standard,3,3,97,1968.56,0.22,0.0,46,0,0,0,0,13,8,13,32,21,0,10,0,51,0,10.87,-100.0,20.939071428571435,0.0,8
178157,Ontario,Toronto,female,College,Urban,0.0,Married,Aurora,2018-05-11,2020-08-15,7457.24,Standard,2,3,63,1462.46,0.24,0.0,30,8,0,0,0,30,0,0,25,0,0,0,0,33,0,10.0,-100.0,19.685928571428573,0.0,27
438525,Alberta,Edmonton,female,College,Rural,0.0,Married,Aurora,2019-11-09,2020-07-09,7457.24,Standard,2,3,89,2573.47,0.26,0.02,42,0,21,17,8,10,27,8,0,0,0,0,0,47,0,11.9,-100.0,17.201039682539676,1.69,8
726940,Ontario,Toronto,female,Bachelor,Suburban,61091.0,Single,Aurora,2020-04-16,2020-06-04,7496.01,Standard,3,3,2,12374.0,1.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.0,-100.0,0.04884920634920635,0.0,2
349108,British Columbia,Vancouver,male,Bachelor,Rural,60920.0,Single,Aurora,2017-11-22,2020-07-22,7507.46,Standard,3,3,89,2804.53,0.26,0.0,42,6,8,10,4,30,32,0,0,0,0,0,0,47,0,11.9,-100.0,24.647896825396824,0.0,32
433300,Quebec,Montreal,male,Bachelor,Urban,96306.0,Divorced,Aurora,2020-10-13,2020-11-17,7519.13,Standard,3,3,11,1605.18,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,11,0,6,0,20.0,-100.0,1.7585714285714285,0.0,1
488151,Manitoba,Winnipeg,male,College,Urban,0.0,Single,Aurora,2019-08-11,2020-05-20,7531.03,Standard,2,3,46,1815.15,0.54,0.19,22,4,0,15,0,27,0,0,0,0,0,0,0,24,0,9.09,-100.0,12.002285714285717,0.48,9
883816,Ontario,Toronto,female,Bachelor,Suburban,31266.0,Married,Aurora,2019-11-19,2021-11-05,7546.61,Standard,3,3,194,2036.2,0.24,0.03,64,3,0,15,21,19,11,28,30,13,27,2,25,71,59,10.94,-16.9,32.85265873015873,0.63,24
952573,Quebec,Montreal,male,Bachelor,Rural,76516.0,Married,Aurora,2020-09-17,2021-05-17,7588.36,Standard,3,3,22,3731.91,0.55,0.0,6,1,0,0,7,1,0,0,0,0,0,13,0,7,9,16.67,28.57,3.596468253968254,0.0,8
786230,British Columbia,Dawson Creek,female,Bachelor,Urban,30262.0,Married,Aurora,2016-10-11,2020-02-01,7635.88,Standard,3,3,11,733.91,0.73,0.0,5,0,11,0,0,0,0,0,0,0,0,0,0,6,0,20.0,-100.0,1.758571428571429,0.0,40
230687,British Columbia,Vancouver,male,College,Urban,0.0,Married,Aurora,2020-10-16,2021-06-16,7643.07,Standard,2,3,60,1402.4,0.47,0.12,15,5,3,3,3,10,4,0,0,0,0,10,23,17,28,13.33,64.71,10.653928571428573,0.79,8
843919,British Columbia,Vancouver,male,Bachelor,Suburban,57446.0,Divorced,Aurora,2020-10-22,2021-06-22,7653.28,Standard,3,3,52,799.69,0.0,0.0,9,0,7,12,0,0,14,0,0,0,0,19,0,10,33,11.11,230.0,14.139682539682543,0.0,8
240141,Quebec,Tremblant,female,Bachelor,Rural,66795.0,Married,Aurora,2020-07-27,2021-03-27,7680.75,Standard,3,3,67,2384.75,0.37,0.04,29,0,6,0,0,0,0,0,21,6,10,13,11,32,6,10.34,-81.25,9.898539682539683,1.19,8
594044,Quebec,Montreal,male,Bachelor,Urban,42677.0,Divorced,Aurora,2020-08-21,2021-03-15,7689.7,Standard,3,3,41,2138.73,0.37,0.0,14,3,0,8,0,0,0,0,0,0,8,23,0,16,11,14.29,-31.25,8.999714285714285,0.0,7
982542,Quebec,Tremblant,male,Bachelor,Rural,54665.0,Married,Aurora,2016-06-29,2020-08-26,7693.12,Standard,3,3,86,2228.5,0.29,0.04,40,15,6,25,4,0,0,17,19,0,0,0,0,45,0,12.5,-100.0,16.280214285714294,1.09,50
941092,Manitoba,Winnipeg,female,Bachelor,Urban,58414.0,Single,Aurora,2020-12-12,2021-08-12,7840.17,Standard,3,3,49,1580.14,0.43,0.0,0,5,3,0,0,10,18,0,13,0,0,0,0,0,49,0.0,0.0,16.00873015873016,0.0,8
909262,British Columbia,Vancouver,male,College,Urban,0.0,Divorced,Aurora,2018-11-08,2021-05-28,7863.03,Standard,2,3,208,2494.77,0.29,0.0,82,13,20,6,34,15,13,32,17,2,11,17,27,91,35,10.98,-61.54,25.460785714285713,0.0,31
663757,Prince Edward Island,Charlottetown,male,College,Suburban,0.0,Single,Aurora,2019-02-01,2021-06-01,7901.74,Standard,2,3,134,2403.05,0.58,0.05,50,22,7,6,12,13,10,6,13,25,21,0,0,55,30,10.0,-45.45,17.0560873015873,0.46,28
181139,Alberta,Edmonton,male,College,Rural,0.0,Married,Aurora,2016-07-20,2021-08-05,8002.31,Standard,2,3,243,1368.02,0.21,0.05,98,13,13,0,36,18,15,30,48,19,0,17,32,109,36,11.22,-66.97,36.24484920634921,0.52,61
169699,Ontario,Toronto,female,Bachelor,Suburban,54292.0,Married,Aurora,2019-11-03,2020-07-03,8021.07,Standard,3,3,84,1030.62,0.5,0.13,40,0,13,6,19,0,21,25,0,0,0,0,0,44,0,10.0,-100.0,17.62120634920635,0.7,8
442831,Manitoba,Winnipeg,male,Bachelor,Suburban,34335.0,Married,Aurora,2017-11-24,2020-11-29,8023.08,Standard,3,3,112,2045.82,0.21,0.03,53,0,0,4,4,13,19,40,17,4,11,0,0,59,0,11.32,-100.0,27.209230158730172,1.0,36
509223,Alberta,Banff,female,College,Urban,0.0,Single,Aurora,2020-05-10,2021-08-10,8026.38,Standard,2,3,115,1924.04,0.23,0.07,44,8,1,2,6,0,25,0,28,21,0,17,8,49,22,11.36,-55.1,20.660277777777782,0.49,15
205111,Manitoba,Winnipeg,female,Bachelor,Urban,50825.0,Married,Aurora,2017-08-23,2021-11-27,8092.88,Standard,3,3,144,2786.81,0.31,0.01,39,7,9,8,5,27,24,28,0,24,0,1,11,43,62,10.26,44.19,24.993928571428572,1.4,51
791282,British Columbia,Vancouver,female,Bachelor,Urban,59839.0,Single,Aurora,2021-03-19,2021-11-19,8093.9,2021 Promotion,3,3,38,1703.66,0.24,0.07,0,0,0,0,0,0,6,13,15,0,4,0,0,0,38,0.0,0.0,11.596825396825398,1.83,8
330783,Ontario,Toronto,female,Bachelor,Rural,40589.0,Divorced,Aurora,2019-10-07,2021-06-07,8159.14,Standard,3,3,202,1267.41,0.12,0.06,69,28,0,42,0,38,47,21,6,6,0,2,13,77,56,11.59,-27.27,36.775325396825394,0.52,20
285767,Ontario,Toronto,female,College,Suburban,0.0,Married,Aurora,2019-11-05,2020-07-05,8197.2,Standard,2,3,74,1676.77,0.14,0.04,35,21,2,0,19,2,30,0,0,0,0,0,0,39,0,11.43,-100.0,20.413357142857144,1.59,8
943602,Ontario,Toronto,female,College,Rural,0.0,Married,Aurora,2021-04-30,2021-12-30,8215.39,2021 Promotion,2,3,40,1927.3,0.3,0.04,0,0,0,0,0,0,13,0,0,4,7,2,14,0,40,0.0,0.0,11.13015873015873,2.68,8
578788,Quebec,Hull,male,Doctor,Urban,23815.0,Married,Aurora,2019-12-19,2020-08-19,8257.67,Standard,5,3,76,457.13,0.22,0.0,36,0,0,30,0,28,0,0,17,0,0,0,0,40,0,11.11,-100.0,24.479301587301592,0.0,8
276967,Ontario,Toronto,female,Bachelor,Suburban,89834.0,Single,Aurora,2020-02-27,2020-10-27,8306.55,Standard,3,3,55,3776.71,0.2,0.06,26,0,0,0,0,8,6,11,13,13,4,0,0,29,0,11.54,-100.0,6.019896825396824,0.64,8
838993,Manitoba,Winnipeg,male,Bachelor,Suburban,44843.0,Single,Aurora,2020-10-12,2021-06-12,8311.85,Standard,3,3,66,2128.39,0.23,0.0,14,8,0,11,0,15,3,0,0,0,0,11,17,15,37,7.14,146.67,14.617039682539684,0.0,8
390980,Quebec,Montreal,female,Bachelor,Rural,25998.0,Married,Aurora,2017-09-28,2021-03-07,8382.48,Standard,3,3,167,1339.02,0.2,0.1,70,7,0,14,23,10,28,28,13,23,0,17,4,78,19,11.43,-75.64,30.566539682539677,0.36,41
683239,Yukon,Whitehorse,male,College,Urban,0.0,Single,Aurora,2020-07-20,2021-03-20,8390.12,Standard,2,3,52,2091.85,0.54,0.0,23,3,0,0,0,0,0,0,17,19,0,6,8,26,3,13.04,-88.46,8.731111111111108,0.0,8
101709,New Brunswick,Fredericton,female,Bachelor,Suburban,47593.0,Single,Aurora,2018-09-02,2021-08-25,8396.61,Standard,3,3,202,2133.19,0.25,0.02,76,23,21,0,19,6,20,23,40,17,17,10,6,84,42,10.53,-50.0,20.606857142857145,1.21,36
666761,Alberta,Banff,male,Bachelor,Urban,27804.0,Married,Aurora,2019-11-07,2020-07-07,8492.7,Standard,3,3,48,2946.79,0.31,0.04,22,21,13,0,0,6,0,8,0,0,0,0,0,25,0,13.64,-100.0,8.293611111111113,1.61,8
171691,Ontario,Trenton,male,College,Rural,0.0,Single,Aurora,2021-04-15,2021-12-15,8586.53,2021 Promotion,2,3,51,1917.69,0.18,0.05,0,0,0,0,0,6,18,3,0,5,12,7,0,0,51,0.0,0.0,14.707142857142854,1.89,8
457605,Ontario,Toronto,female,Bachelor,Urban,79090.0,Married,Aurora,2019-08-18,2020-01-19,8609.16,Standard,3,3,6,4355.67,1.0,0.2,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,-100.0,0.4396428571428572,1.63,5
795235,British Columbia,Vancouver,male,Bachelor,Urban,79090.0,Married,Aurora,2021-05-20,2021-10-05,8609.16,Standard,3,3,5,3096.0,1.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0.0,0.0,0.6944444444444445,0.0,5
157300,British Columbia,West Vancouver,female,Bachelor,Rural,48091.0,Married,Aurora,2021-03-11,2021-11-11,8617.55,2021 Promotion,3,3,64,1603.62,0.27,0.0,0,0,0,0,10,7,1,9,14,13,0,10,0,0,64,0.0,0.0,16.634920634920633,0.0,8
155253,British Columbia,Vancouver,male,Bachelor,Urban,59107.0,Married,Aurora,2020-06-15,2021-02-15,8629.33,Standard,3,3,93,1872.9,0.24,0.12,41,1,5,0,0,0,0,25,13,25,0,0,25,46,6,12.2,-86.96,22.572539682539684,0.42,8
572812,British Columbia,Vancouver,female,Bachelor,Suburban,25964.0,Married,Aurora,2019-12-20,2020-08-20,8646.55,Standard,3,3,72,2389.22,0.39,0.03,34,21,6,10,11,11,13,0,0,0,0,0,0,38,0,11.76,-100.0,10.135968253968256,1.66,8
203815,Ontario,Toronto,female,College,Rural,0.0,Married,Aurora,2020-10-24,2021-06-24,8650.0,Standard,2,3,43,3081.47,0.21,0.0,4,0,0,5,8,15,7,0,0,0,0,0,8,4,35,0.0,775.0,9.758571428571429,0.0,8
496686,Ontario,Toronto,male,Bachelor,Urban,67763.0,Married,Aurora,2020-03-20,2020-11-20,8663.36,Standard,3,3,120,1630.47,0.07,0.0,57,0,0,0,0,21,30,28,32,0,0,8,0,63,0,10.53,-100.0,35.533357142857135,0.0,8
416940,Ontario,Toronto,male,Bachelor,Urban,83210.0,Divorced,Aurora,2016-10-25,2020-09-05,8733.53,Standard,3,3,104,1531.59,0.4,0.0,50,21,13,19,0,23,15,13,0,0,0,0,0,55,0,10.0,-100.0,18.58656349206349,0.0,46
655016,Ontario,Toronto,female,Bachelor,Suburban,99517.0,Divorced,Aurora,2017-12-07,2020-06-10,8743.85,Standard,3,3,82,671.9,0.0,0.0,39,23,19,0,11,21,8,0,0,0,0,0,0,43,0,10.26,-100.0,16.267325396825395,0.0,30
899883,Ontario,Ottawa,male,Bachelor,Urban,91171.0,Married,Aurora,2020-12-02,2021-08-02,8788.53,Standard,3,3,50,2331.0,0.26,0.03,0,2,8,11,8,0,0,7,14,0,0,0,0,0,50,0.0,0.0,12.244444444444442,2.75,8
